Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
1931,1.5,0.86,1.52,0.53,0.26,0.87,T,0.01,1.05,0.82,2.41,3.88,13.71,Spokane
1932,2.01,0.83,2.7,0.93,2.74,0.28,0.21,0.27,0.06,1.14,2.59,2.13,15.89,Spokane
1933,1.19,0.6,1.19,0.28,0.59,1.16,0.17,0.64,1.25,2.72,0.8,4.35,14.94,Spokane
1934,2.57,0.27,1.53,0.34,0.25,0.84,T,0.19,0.98,3.45,2.01,1.58,14.01,Spokane
1935,2.06,0.59,0.78,0.92,0.06,0.77,0.68,0.96,0.05,0.96,0.9,1.78,10.51,Spokane
1936,2.98,1.61,0.58,0.18,0.57,2.33,0.07,0.23,1.64,0.28,0.08,2.49,13.04,Spokane
1937,1.94,1.5,1.11,2.53,0.23,3.13,0.56,0.61,0.62,0.87,3.05,2.76,18.91,Spokane
1938,1.44,1.9,2.09,0.35,0.47,0.83,0.26,0.29,0.09,0.83,0.89,1.66,11.1,Spokane
1939,1.55,2.43,1.2,0.61,0.3,0.71,0.4,0.04,0.23,0.95,0.28,2.83,11.53,Spokane
1940,1.09,5.62,2.91,1.86,0.64,0.36,1.46,0.01,2.12,2.47,2.43,2.59,23.56,Spokane
1941,1.61,0.83,0.69,0.32,3.18,2.55,0.09,1.85,1.36,1.45,1.63,2.78,18.34,Spokane
1942,1.24,1.44,0.48,0.98,3.19,0.93,0.34,0.08,0.22,1.12,2.69,1.71,14.42,Spokane
1943,1.25,1.15,1.6,1.33,1.19,1.42,0.35,0.98,0.12,3.13,0.6,0.54,13.66,Spokane
1944,0.53,1.08,0.57,1.4,0.94,1.11,0.21,1.02,0.56,0.45,1.64,1.14,10.65,Spokane
1945,1.27,0.95,M,1.12,2.2,1.37,T,0.55,2.24,0.79,2.41,2,M,Spokane
1946,1.51,1.43,1.69,0.98,1.43,1.08,0.03,0.07,1.76,1.38,3.16,0.9,15.42,Spokane
1947,1.24,0.26,1.6,1.17,0.31,1.98,0.72,0.83,1.57,5.41,1.67,1.8,18.56,Spokane
1948,2.72,2.75,0.45,3.08,5.71,2.17,1.29,0.27,1.46,0.66,2.38,3.13,26.07,Spokane
1949,0.5,3.08,2.17,0.42,0.9,0.22,0.07,0.19,1.06,1.52,2.28,1.5,13.91,Spokane
1950,4.13,1.93,3.75,0.43,0.72,2.84,0.56,0.41,0.06,4.05,1.96,2.16,23,Spokane
1951,3.16,1.61,1.72,0.38,0.66,1.04,0.37,0.4,0.47,3.26,1.88,4.35,19.3,Spokane
1952,2.41,1.33,1.14,0.28,0.63,2.44,0.06,0.18,0.52,0.11,0.8,3.1,13,Spokane
1953,4.56,1.07,1.77,1.48,1.59,0.81,T,1.36,0.5,0.19,2,1.9,17.23,Spokane
1954,4.9,1.19,0.83,0.53,0.78,0.75,0.85,1.25,1.55,0.77,1.42,1.44,16.26,Spokane
1955,1.38,1.32,0.79,1.83,0.67,0.8,1.28,T,1.13,2.84,3.92,3.82,19.78,Spokane
1956,2.87,1.44,1.29,0.08,0.59,1.18,0.5,1.41,0.09,1.87,0.34,1.22,12.88,Spokane
1957,1.34,1.54,1.82,0.81,3.74,2.74,0.04,0.3,0.68,2.33,0.82,1.93,18.09,Spokane
1958,3.55,3.27,0.84,1.72,0.71,1.63,1.15,0.13,0.47,0.79,3.72,2.93,20.91,Spokane
1959,4.96,2.01,1.21,0.57,2.26,0.39,0.05,1.24,2.05,1.32,2.3,1.21,19.57,Spokane
1960,1.05,1.64,2.36,1.51,2.73,0.16,T,0.56,0.72,0.95,4.64,1.37,17.69,Spokane
1961,1.61,3.94,1.75,0.96,1.77,1.64,0.37,0.3,0.17,1.05,1.83,3.91,19.3,Spokane
1962,1.39,1.72,2.56,1.02,1.65,0.78,0.29,0.63,0.9,1.62,3.02,1.44,17.02,Spokane
1963,0.89,2.21,1.65,1.32,0.98,0.96,0.41,0.5,0.36,1.11,2.58,2.29,15.26,Spokane
1964,3.15,0.98,1.53,0.98,0.45,3.06,0.39,1.46,1.03,0.46,2.89,5.13,21.51,Spokane
1965,2.82,1.13,0.31,2.35,1.02,0.74,0.69,1.73,0.28,0.05,1.71,1.63,14.46,Spokane
1966,1.94,0.5,2.43,0.13,0.49,0.7,0.95,0.15,0.51,0.36,3.01,2.96,14.13,Spokane
1967,2.44,0.4,1.72,1.71,1.31,1.99,0.06,T,0.24,1.18,0.82,2.02,13.89,Spokane
1968,1.57,2.12,0.71,0.1,1.16,0.87,0.23,1.35,0.63,2.24,2.35,2.93,16.26,Spokane
1969,4.08,1.21,0.53,2.16,0.54,1.17,0.03,T,0.71,0.45,0.37,2.45,13.7,Spokane
1970,4.15,1.83,1.3,0.93,0.94,1.6,0.59,0.1,0.48,2.13,2.04,1.43,17.52,Spokane
1971,2.11,0.88,2.11,1.85,1.39,2.46,0.5,0.59,1.37,0.82,1.51,2.89,18.48,Spokane
1972,1.74,1.13,1.05,1.09,1.99,1.56,0.25,0.87,0.86,0.19,0.88,1.92,13.53,Spokane
