Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
1991,4.38,10.9,4.87,5.06,1.49,2.12,1.03,3.76,0.38,1.17,6.6,M,M,Jefferson
1992,16.54,6.21,1.82,5.22,0.65,2.22,2.19,0.47,0.7,2.44,5.08,6.43,M,Jefferson
1993,4.78,0.21,4.34,M,3.83,4.63,3.41,0.49,0.43,1.12,1.21,14.98,M,Jefferson
1994,3.43,10.15,3.74,3.92,2.37,1.25,0.64,0.2,0.69,4.37,9.07,14.57,54.4,Jefferson
1995,13.91,4.36,11.71,5.6,0.76,2.3,1.29,2.62,1.23,2.43,8.19,14.33,68.73,Jefferson
1996,M,8.61,1.04,7.83,6.05,0.32,1.61,0.94,2.58,4.68,2.98,M,M,Jefferson
1997,7.16,1.42,8.55,4.13,2.45,M,1.87,1.43,4.27,12.57,M,4.89,M,Jefferson
1998,19.69,11.68,4.22,1.48,2.7,1.73,1.27,0.92,0.25,M,17,13.68,M,Jefferson
1999,12.32,25.08,12.79,2.74,M,M,M,M,M,M,M,M,M,Jefferson
2000,M,6.75,3.5,1.83,M,M,M,M,M,M,M,M,M,Jefferson
2001,M,1.62,3.35,2.87,M,3.99,1.95,1.66,0.33,M,M,M,M,Jefferson
2002,11.44,4.77,5.26,2.44,2.37,0.81,M,M,M,M,M,M,M,Jefferson
2003,12.5,2,14.05,2.24,1.52,1.48,0.14,0.11,0.85,M,M,10.25,M,Jefferson
2004,5.34,5.36,4.39,2.1,3.8,1.26,0.85,2.75,2.2,5.93,3.11,7.04,44.13,Jefferson
2005,M,1.21,6.69,6.24,M,M,M,M,M,M,M,M,M,Jefferson
2006,M,4.6,8.78,3.45,M,M,M,0.85,M,M,M,M,M,Jefferson
2007,M,3.47,M,2.85,M,1.88,1.99,M,M,M,M,M,M,Jefferson
2008,10.31,1.24,4.54,M,M,M,M,M,M,M,M,M,M,Jefferson
2009,M,1.9,4.66,1.95,M,M,M,M,M,M,M,M,M,Jefferson
2010,M,7.82,5.33,7.33,M,M,M,M,M,M,M,M,M,Jefferson
2011,3.34,6.23,18.71,4.62,4.1,2.61,1.28,0.23,M,M,M,2.45,M,Jefferson
2012,M,M,12.9,4.05,M,5.61,2.22,0.29,0.16,4.6,15.53,M,M,Jefferson
2013,3,2.16,3.46,4.56,2.72,3.37,0.05,1.54,7.02,0.69,2.6,M,M,Jefferson
2014,4.09,9.15,9.97,2.96,3.04,1.82,0.59,1.59,1.96,8.93,4.3,13.5,M,Jefferson
2015,3.8,7.1,3.71,1.77,1.15,1.46,0.92,2.69,1.57,1.38,6.84,19.67,53.81,Jefferson
2016,13.51,4.4,13.25,2.15,2.04,2.99,0.8,0.47,1.15,15.76,17.68,2.34,76.54,Jefferson
2017,M,7.55,8.7,7.2,1.98,1.3,0.06,0.12,0.63,3.15,18.61,3.88,M,Jefferson
2018,11.71,1.57,4.4,6.88,0.57,2.38,0.01,0.59,1.17,2.56,4.98,12.12,49.14,Jefferson
2019,8.8,3.31,0.53,3.3,1.58,1.16,1.79,0.92,M,2.12,0.67,6.02,33.98,Jefferson
2020,11.29,3.79,2.4,0.5,4.39,4.2,M,M,2.69,2.07,M,M,M,Jefferson
2021,13.08,M,7.24,0.45,M,1.65,0.02,1.25,1.55,M,7.06,8.38,57.26,Jefferson
2022,M,M,2.52,M,5.58,3.52,M,M,M,M,M,M,M,Jefferson
