"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"1986","2.25","1.67","2.04","0.15","0.66","0.00","0.46","T","1.19","0.55","0.85","0.78","10.60"
"1987","0.95","0.81","0.75","0.86","0.98","0.39","0.80","0.61","0.03","T","1.02","1.88","9.08"
"1988","0.99","0.05","0.94","1.01","1.38","0.48","0.23","0.00","0.62","0.07","2.03","0.57","8.37"
"1989","0.80","0.98","2.54","1.00","1.15","0.09","0.06","0.42","T","0.61","0.92","0.37","8.94"
"1990","0.77","0.55","0.61","1.46","0.85","0.16","0.50","1.08","0.00","1.62","0.44","0.93","8.97"
"1991","0.64","0.52","1.65","0.47","1.32","0.68","0.19","0.41","T","0.61","2.01","0.68","M"
"1992","0.79","1.45","0.13","1.85","0.17","0.84","1.24","0.09","0.54","0.50","1.86","0.79","10.25"
"1993","0.97","0.73","1.32","1.66","1.67","0.24","0.74","0.39","0.15","0.17","0.17","1.11","M"
"1994","1.11","0.18","0.12","0.56","1.58","0.29","0.30","T","0.27","1.42","1.72","1.68","9.23"
"1995","1.67","1.12","1.46","1.15","0.34","2.10","0.39","M","M","1.20","1.13","2.33","M"
"1996","2.04","1.59","1.03","1.21","1.07","0.67","0.03","0.00","0.07","2.15","2.56","3.02","15.44"
"1997","1.78","0.79","1.56","0.66","1.30","0.71","0.40","0.00","0.70","1.51","0.92","0.63","10.96"
"1998","1.10","1.00","0.65","0.16","1.54","0.34","0.42","0.18","0.69","0.34","2.44","1.56","10.42"
"1999","0.64","1.83","0.34","0.16","0.47","0.22","0.13","0.58","T","0.68","0.58","0.93","6.56"
"2000","1.50","1.59","1.99","0.95","0.89","0.95","0.59","0.01","1.15","0.94","1.13","0.69","12.38"
"2001","0.79","0.42","1.52","1.57","0.35","0.57","0.02","0.74","0.14","0.85","3.20","1.29","11.46"
"2002","0.51","0.59","0.23","0.43","0.72","1.06","0.18","0.14","0.03","0.15","0.77","1.96","6.77"
"2003","2.83","0.51","0.76","1.59","0.24","0.00","0.00","M","0.30","0.44","0.65","2.12","M"
"2004","1.41","1.40","0.44","1.25","1.18","1.09","0.00","0.71","0.16","0.69","0.87","1.05","10.25"
"2005","0.81","0.02","1.15","1.07","0.86","M","0.43","0.04","0.91","1.29","1.10","2.16","M"
"2006","M","0.64","0.54","1.41","1.07","1.16","T","0.00","0.28","0.42","2.85","2.30","M"
"2007","0.54","1.33","1.11","0.46","0.52","0.74","0.20","0.29","0.29","0.67","1.31","0.76","M"
"2008","M","0.44","0.92","0.44","0.45","0.94","0.00","0.40","T","0.30","1.36","1.57","M"
"2009","1.44","0.79","1.93","1.20","1.08","0.53","0.04","0.42","0.09","1.78","0.87","1.08","M"
"2010","1.12","0.57","0.85","1.77","1.81","1.46","0.34","0.12","1.12","1.36","1.79","1.95","M"
"2011","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2012","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2013","M","0.26","M","M","M","M","M","M","M","M","M","M","M"
"2014","M","M","M","M","0.33","M","M","M","M","M","M","M","M"
"2015","M","M","M","M","M","M","T","M","1.05","0.59","0.76","2.74","M"
"2016","1.79","0.60","2.93","0.96","0.99","0.81","0.25","0.25","0.11","4.54","1.05","0.73","15.01"
"2017","0.98","2.11","2.64","1.46","0.90","M","M","M","M","M","M","M","M"
"2018","1.46","0.90","0.96","2.05","0.75","T","T","0.04","T","0.75","1.74","1.31","9.96"
"2019","1.44","1.45","0.71","1.61","0.83","0.25","0.17","0.47","0.77","1.50","0.31","0.86","10.37"
"2020","1.45","0.68","0.69","0.22","3.45","1.38","0.00","0.13","0.14","0.82","1.04","1.03","11.03"
"2021","0.54","0.82","0.08","0.04","0.03","0.38","T","0.07","1.02","1.15","2.62","0.98","7.73"
"2022","0.77","0.13","1.13","M","M","M","M","M","M","M","M","M","M"
