"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"1966","-10","2","2","16","26","33","39","34","30","22","10","4","-10"
"1967","-2","11","15","21","27","38","39","36","30","23","5","-8","-8"
"1968","-8","M","M","18","25","31","37","34","24","18","12","-48","M"
"1969","-31","-15","M","22","28","39","37","32","M","16","6","-3","M"
"1970","-8","4","M","22","24","34","40","36","21","14","-4","-14","M"
"1971","-14","-7","-1","20","32","M","M","36","M","M","10","M","M"
"1972","-21","M","5","17","25","M","M","36","22","M","14","M","M"
"1973","-18","-8","20","M","M","M","39","32","26","25","1","-4","M"
"1974","-25","6","-2","M","24","34","38","38","27","20","M","0","M"
"1975","-18","-11","7","16","28","32","41","39","30","21","-6","0","-18"
"1976","-1","-7","-6","24","28","28","39","36","30","19","9","M","M"
"1977","-11","4","19","21","26","32","36","39","30","21","-3","-21","M"
"1978","-20","7","6","25","29","34","42","38","30","12","5","-30","-30"
"1979","-25","-12","5","20","28","34","32","42","30","24","-5","M","M"
"1980","-28","5","10","22","30","35","34","30","29","12","9","-16","-28"
"1981","7","-6","16","19","22","32","31","36","27","16","12","-9","-9"
"1982","-24","-8","14","17","24","M","38","35","26","14","-6","-8","M"
"1983","0","0","20","19","27","36","35","38","18","19","4","-30","-30"
"1984","-17","6","15","22","25","30","39","32","20","12","11","-17","-17"
"1985","-11","-17","7","18","21","33","36","32","21","19","-16","-21","-21"
"1986","0","-12","18","19","28","37","41","42","31","24","12","2","-12"
"1987","-6","13","12","25","30","39","43","38","30","20","13","-6","-6"
"1988","-12","-17","19","22","29","33","38","39","29","17","14","-8","-17"
"1989","-3","-15","-6","25","30","38","39","41","33","19","20","8","-15"
"1990","1","-7","10","26","28","35","M","41","35","21","17","-24","M"
"1991","-1","18","14","24","29","31","42","38","29","10","10","1","-1"
"1992","-4","15","20","20","27","41","45","35","29","18","6","-4","-4"
"1993","-19","-6","12","23","30","37","41","36","30","22","-7","-2","-19"
"1994","7","-6","14","28","28","34","45","M","35","23","-1","-9","M"
"1995","-13","-5","2","23","32","38","43","37","30","14","11","-7","-13"
"1996","-25","-20","6","26","24","37","41","39","28","19","4","-14","-25"
"1997","-10","-6","11","21","28","38","40","43","35","22","13","5","-10"
"1998","-18","14","20","24","30","42","47","41","35","20","19","-8","-18"
"1999","0","2","10","22","26","31","39","41","26","19","20","13","0"
"2000","-5","2","21","23","26","39","41","35","24","21","9","-7","-7"
"2001","1","-2","14","20","27","39","43","42","32","22","12","6","-2"
"2002","0","5","13","22","24","32","39","39","31","8","7","16","0"
"2003","1","5","15","25","28","39","43","40","33","25","9","-6","-6"
"2004","-21","5","14","25","31","37","45","45","30","22","14","6","M"
"2005","-14","9","23","25","31","36","44","40","29","22","M","-7","M"
"2006","6","-8","12","25","28","41","40","37","31","7","-11","-4","-11"
"2007","-13","-3","7","21","29","37","43","39","28","21","7","-3","-13"
"2008","-11","5","16","16","26","35","39","39","28","M","M","-21","M"
"2009","-11","5","2","23","29","38","42","41","30","12","12","-3","-11"
"2010","1","15","21","20","29","37","41","36","32","23","-9","-10","-10"
"2011","-11","-4","6","22","28","38","38","40","29","19","3","2","-11"
"2012","-7","3","13","22","27","31","39","38","31","21","16","1","-7"
"2013","-8","12","19","24","24","38","42","42","32","20","8","-5","-8"
"2014","2","-13","9","20","23","M","43","44","27","27","-7","-6","M"
"2015","-1","16","14","21","29","38","46","40","28","28","2","-7","-7"
"2016","-12","2","17","30","33","32","42","42","30","22","23","-8","-12"
"2017","-16","-10","9","25","30","40","44","40","30","21","17","-7","-16"
"2018","6","-10","9","23","34","34","43","41","31","24","13","4","-10"
"2019","0","-9","-6","26","30","39","43","43","34","14","3","1","-9"
"2020","-4","8","15","19","27","39","41","43","31","16","13","3","-4"
"2021","-3","0","15","21","31","37","49","40","33","19","19","-9","-9"
"2022","-10","3","12","23","28","41","46","44","34","M","M","M","M"
