,location,county_zone,state,date,time,timezone,type,deaths,injuries,property_damage_dollars,crop_damage_dollars
1052,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-01-17,11:00:00 AM,PST-8,Winter Weather,0,0,0,0
1053,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-01-17,12:00:00 PM,PST-8,Winter Weather,0,0,0,0
1054,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-02-01,9:00:00 AM,PST-8,Winter Weather,0,0,0,0
1055,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-02-01,9:00:00 AM,PST-8,Winter Weather,0,0,0,0
1056,ROCK IS,DOUGLAS CO.,WA,2015-02-07,10:00:00 AM,PST-8,Flood,0,0,0,0
1057,OMAK,OKANOGAN CO.,WA,2015-05-29,2:40:00 PM,PST-8,Heavy Rain,0,0,0,0
1058,CHELAN,CHELAN CO.,WA,2015-05-29,3:30:00 PM,PST-8,Heavy Rain,0,0,0,0
1059,BRIDGEPORT,DOUGLAS CO.,WA,2015-05-29,4:20:00 PM,PST-8,Heavy Rain,0,0,5000,0
1060,MANSFIELD,DOUGLAS CO.,WA,2015-06-01,6:10:00 PM,PST-8,Heavy Rain,0,0,0,0
1061,ROYAL CITY,GRANT CO.,WA,2015-06-01,6:35:00 PM,PST-8,Heavy Rain,0,0,0,0
1062,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-06-28,2:30:00 PM,PST-8,Wildfire,0,0,0,0
1063,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-06-28,2:30:00 PM,PST-8,Wildfire,0,0,0,0
1064,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-06-30,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1065,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-07-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1066,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-07-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1067,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-07-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1068,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-07-01,12:01:00 PM,PST-8,Wildfire,0,0,0,0
1069,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2015-07-02,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1070,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-07-02,1:00:00 PM,PST-8,Wildfire,0,0,0,0
1071,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-07-03,2:50:00 PM,PST-8,Wildfire,0,0,0,0
1072,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-07-03,3:00:00 PM,PST-8,Wildfire,0,0,0,0
1073,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2015-07-05,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1074,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2015-07-05,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1075,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-07-05,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1076,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-07-10,6:00:00 PM,PST-8,Wildfire,0,0,0,0
1077,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-07-15,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1078,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2015-07-20,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1079,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2015-07-20,11:30:00 AM,PST-8,Wildfire,0,0,0,0
1080,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-07-20,2:00:00 PM,PST-8,Wildfire,0,0,0,0
1081,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2015-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1082,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2015-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1083,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1084,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2015-08-10,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1085,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2015-08-10,5:00:00 PM,PST-8,Wildfire,0,0,0,0
1086,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-08-13,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1087,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-08-13,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1088,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2015-08-13,12:00:00 PM,PST-8,Wildfire,0,0,0,0
1089,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-08-14,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1090,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-08-14,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1091,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-08-14,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1092,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-08-14,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1093,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-08-14,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1094,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-08-14,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1095,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-08-14,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1096,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-08-21,10:22:00 AM,PST-8,Wildfire,0,0,0,0
1097,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1098,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1099,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1100,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1101,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1102,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1103,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1104,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1105,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1106,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1107,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1108,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2015-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1109,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2015-10-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1110,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-10-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1111,TELMA,CHELAN CO.,WA,2015-10-31,12:00:00 AM,PST-8,Flood,0,0,0,0
1112,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-11-23,8:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1113,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-11-23,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1114,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-02,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1115,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-12-02,7:01:00 PM,PST-8,Heavy Snow,0,0,0,0
1116,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-02,7:01:00 PM,PST-8,Heavy Snow,0,0,0,0
1117,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-02,7:01:00 PM,PST-8,Heavy Snow,0,0,0,0
1118,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-02,7:01:00 PM,PST-8,Heavy Snow,0,0,0,0
1119,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-12-02,7:01:00 PM,PST-8,Heavy Snow,0,0,0,0
1120,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-12-02,7:01:00 PM,PST-8,Heavy Snow,0,0,0,0
1121,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-02,7:01:00 PM,PST-8,Heavy Snow,0,0,0,0
1122,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-02,7:01:00 PM,PST-8,Heavy Snow,0,0,0,0
1123,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-04,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1124,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-04,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1125,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-04,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1126,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-04,8:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1127,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-12-04,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1128,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-04,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1129,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-12-05,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1130,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-05,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1131,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-05,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1132,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-12-05,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1133,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-05,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1134,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-12-05,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1135,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2015-12-05,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1136,CASHMERE DRYDEN ARPT,CHELAN CO.,WA,2015-12-09,7:00:00 AM,PST-8,Flood,0,0,0,0
1137,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-12,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1138,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2015-12-12,12:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1139,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-12,12:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1140,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-12,12:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1141,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2015-12-13,5:30:00 AM,PST-8,Heavy Snow,0,0,0,0
1142,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-12-17,12:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1143,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-17,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1144,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-12-17,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1145,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2015-12-17,9:30:00 AM,PST-8,Heavy Snow,0,0,0,0
1146,SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2015-12-17,12:45:00 PM,PST-8,Heavy Snow,0,0,0,0
1147,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2015-12-17,1:00:00 PM,PST-8,Winter Weather,0,0,0,0
1148,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2015-12-17,1:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1149,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2015-12-17,1:45:00 PM,PST-8,Heavy Snow,0,0,0,0
1150,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2015-12-17,2:30:00 PM,PST-8,Heavy Snow,0,0,0,0
1151,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-20,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1152,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-20,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1153,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-12-21,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1154,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2015-12-21,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1155,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-12-21,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1156,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-12-21,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1157,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2015-12-21,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1158,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-21,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1159,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-21,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1160,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-21,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1161,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-21,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1162,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2015-12-21,12:30:00 PM,PST-8,Heavy Snow,0,0,0,0
1163,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2015-12-21,12:45:00 PM,PST-8,Heavy Snow,0,0,0,0
1164,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2015-12-21,1:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1165,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2015-12-21,1:44:00 PM,PST-8,Heavy Snow,0,0,0,0
1166,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2015-12-22,8:00:00 AM,PST-8,Heavy Snow,0,0,0,0
1167,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2015-12-22,5:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1168,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1169,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1170,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1171,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1172,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1173,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1174,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1175,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1176,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1177,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1178,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1179,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1180,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1181,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1182,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1183,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1184,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1185,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1186,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2016-01-03,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1187,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-01-12,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1188,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2016-01-12,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1189,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2016-01-12,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1190,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2016-01-12,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1191,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2016-01-12,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1192,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2016-01-15,10:00:00 PM,PST-8,Winter Weather,0,0,0,0
1193,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-01-15,10:00:00 PM,PST-8,Winter Weather,0,0,0,0
1194,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2016-01-15,10:00:00 PM,PST-8,Winter Weather,0,0,0,0
1195,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2016-01-15,10:00:00 PM,PST-8,Winter Weather,0,0,0,0
1196,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-01-17,7:00:00 AM,PST-8,Winter Weather,0,0,0,0
1197,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2016-01-19,12:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1198,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2016-01-19,12:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1199,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2016-01-19,1:30:00 PM,PST-8,Heavy Snow,0,0,0,0
1200,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-01-20,11:00:00 PM,PST-8,Heavy Snow,0,0,0,0
1201,HARWOOD,YAKIMA CO.,WA,2016-03-06,1:59:00 AM,PST-8,Flood,0,0,300000,0
1202,(YKM)YAKIMA AIR TERM,YAKIMA CO.,WA,2016-03-06,1:59:00 AM,PST-8,Flood,0,0,0,0
1203,EAST WENATCHEE,DOUGLAS CO.,WA,2016-03-09,8:00:00 PM,PST-8,Flood,0,0,2000,0
1204,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2016-05-29,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1205,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2016-06-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1206,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2016-06-08,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1207,TWISP ARPT,OKANOGAN CO.,WA,2016-07-19,4:10:00 PM,PST-8,Heavy Rain,0,0,0,0
1208,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-07-22,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1209,WINTHROP,OKANOGAN CO.,WA,2016-07-26,5:10:00 PM,PST-8,Flood,0,0,1000,0
1210,WINTHROP,OKANOGAN CO.,WA,2016-07-26,5:10:00 PM,PST-8,Flood,0,0,1000,0
1211,WINTHROP,OKANOGAN CO.,WA,2016-07-26,5:10:00 PM,PST-8,Flood,0,0,1000,0
1212,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-07-29,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1213,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2016-07-30,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1214,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2016-07-30,6:15:00 PM,PST-8,Wildfire,0,0,0,0
1215,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2016-07-31,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1216,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1217,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2016-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1218,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1219,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2016-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1220,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2016-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1221,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2016-08-02,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1222,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2016-08-06,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1223,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2016-08-10,12:01:00 AM,PST-8,Wildfire,0,0,0,0
1224,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2016-08-21,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1225,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-08-21,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1226,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2016-08-24,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1227,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1228,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2016-09-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
1229,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2016-09-11,12:00:00 AM,PST-8,Wildfire,0,0,0,0
