,location,county_zone,state,date,time,timezone,type,deaths,injuries,property_damage_dollars,crop_damage_dollars
522,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2008-03-28,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
523,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2008-03-28,2:00:00 PM,PST-8,Heavy Snow,0,0,0,0
524,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2008-04-19,3:00:00 AM,PST-8,Frost/freeze,0,0,0,105000000
525,CLIFFDELL,YAKIMA CO.,WA,2008-05-16,9:45:00 PM,PST-8,Flood,0,0,0,0
526,STEHEKIN,CHELAN CO.,WA,2008-05-17,4:22:00 PM,PST-8,Flood,0,0,0,0
527,PATEROS,OKANOGAN CO.,WA,2008-05-18,10:15:00 AM,PST-8,Flood,0,0,0,0
528,JANIS,OKANOGAN CO.,WA,2008-05-21,9:00:00 PM,PST-8,Flood,0,0,0,0
529,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2008-06-10,2:00:00 AM,PST-8,Heavy Snow,0,0,0,0
530,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2008-06-15,12:00:00 AM,PST-8,Wildfire,0,0,0,0
531,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2008-06-29,12:00:00 AM,PST-8,Wildfire,0,0,0,0
532,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2008-06-29,12:00:00 PM,PST-8,Excessive Heat,0,0,0,0
533,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2008-06-29,12:00:00 PM,PST-8,Excessive Heat,0,0,0,0
534,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2008-06-29,12:00:00 PM,PST-8,Excessive Heat,0,0,0,0
535,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2008-06-29,12:00:00 PM,PST-8,Excessive Heat,0,0,0,0
536,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2008-06-29,9:00:00 PM,PST-8,Wildfire,0,0,0,0
537,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2008-07-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
538,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2008-07-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
539,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2008-07-01,5:45:00 PM,PST-8,Wildfire,0,0,20000,0
540,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2008-07-04,12:00:00 AM,PST-8,Wildfire,0,0,0,0
541,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2008-07-08,12:00:00 AM,PST-8,Wildfire,0,0,0,0
542,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2008-07-09,12:00:00 AM,PST-8,Wildfire,0,0,0,0
543,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2008-07-09,2:15:00 PM,PST-8,Wildfire,0,0,0,0
544,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2008-07-10,4:00:00 PM,PST-8,Wildfire,0,0,0,0
545,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2008-07-10,4:30:00 PM,PST-8,Wildfire,0,0,0,0
546,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2008-07-13,12:00:00 AM,PST-8,Wildfire,0,0,2000,0
547,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2008-07-14,12:00:00 AM,PST-8,Wildfire,0,0,0,0
548,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2008-07-22,12:00:00 AM,PST-8,Wildfire,0,0,0,0
549,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2008-07-27,11:45:00 AM,PST-8,Wildfire,0,0,0,0
550,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2008-07-31,12:00:00 AM,PST-8,Wildfire,0,0,0,0
551,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2008-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
552,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2008-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
553,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2008-08-07,12:00:00 AM,PST-8,Wildfire,0,0,0,0
554,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2008-08-10,12:00:00 AM,PST-8,Wildfire,0,0,0,0
555,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2008-08-13,12:00:00 AM,PST-8,Wildfire,0,0,0,0
556,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2008-08-15,12:00:00 PM,PST-8,Excessive Heat,0,0,0,0
557,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2008-08-15,12:00:00 PM,PST-8,Excessive Heat,0,0,0,0
558,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2008-08-15,12:00:00 PM,PST-8,Excessive Heat,0,0,0,0
559,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2008-08-15,12:00:00 PM,PST-8,Excessive Heat,0,0,0,0
560,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2008-08-18,4:00:00 PM,PST-8,Wildfire,0,0,0,0
561,STEHEKIN,CHELAN CO.,WA,2008-11-12,10:30:00 AM,PST-8,Flood,0,0,0,0
562,TELMA,CHELAN CO.,WA,2008-11-12,10:30:00 AM,PST-8,Flood,0,0,0,0
563,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2008-12-12,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
564,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2008-12-12,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
565,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2008-12-12,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
566,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2008-12-12,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
567,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2008-12-12,12:00:00 PM,PST-8,Heavy Snow,0,0,0,0
568,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2008-12-12,12:00:00 PM,PST-8,Winter Weather,0,0,0,0
569,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2008-12-12,2:00:00 PM,PST-8,Heavy Snow,0,0,0,0
570,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2008-12-13,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
571,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2008-12-15,8:00:00 PM,PST-8,Extreme Cold/wind Chill,0,0,0,0
572,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2008-12-17,5:30:00 AM,PST-8,Heavy Snow,0,0,0,0
573,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2008-12-17,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
574,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2008-12-17,8:00:00 AM,PST-8,Heavy Snow,0,0,0,0
575,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2008-12-17,8:00:00 AM,PST-8,Heavy Snow,0,0,0,0
576,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2008-12-17,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
577,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2008-12-17,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
578,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2008-12-17,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
579,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2008-12-17,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
580,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2008-12-20,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
581,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2008-12-20,5:00:00 PM,PST-8,Heavy Snow,0,0,0,0
582,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2008-12-20,6:00:00 PM,PST-8,Heavy Snow,0,0,0,0
583,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2008-12-20,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
584,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2008-12-20,8:00:00 PM,PST-8,Heavy Snow,0,0,0,0
585,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2008-12-20,8:00:00 PM,PST-8,Heavy Snow,0,0,0,0
586,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2008-12-20,8:00:00 PM,PST-8,Heavy Snow,0,0,0,0
587,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2008-12-20,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
588,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2008-12-20,10:00:00 PM,PST-8,Winter Weather,0,0,0,0
589,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2008-12-20,11:00:00 PM,PST-8,Heavy Snow,0,0,0,0
590,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2008-12-24,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
591,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2008-12-26,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
592,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2008-12-26,6:00:00 PM,PST-8,Heavy Snow,0,0,0,0
593,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2008-12-26,8:00:00 PM,PST-8,Heavy Snow,0,0,0,0
594,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2008-12-29,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
595,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2009-01-01,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
596,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2009-01-01,5:00:00 AM,PST-8,Heavy Snow,0,0,0,0
597,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2009-01-01,5:00:00 AM,PST-8,Heavy Snow,0,0,0,0
598,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2009-01-04,4:00:00 PM,PST-8,Heavy Snow,0,0,0,0
599,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2009-01-04,5:00:00 PM,PST-8,Heavy Snow,0,0,0,0
600,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2009-01-04,6:00:00 PM,PST-8,Heavy Snow,0,0,0,0
601,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2009-01-04,6:00:00 PM,PST-8,Heavy Snow,0,0,0,0
602,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2009-01-04,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
603,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2009-01-04,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
604,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2009-01-04,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
605,ENTIAT,CHELAN CO.,WA,2009-01-06,12:00:00 PM,PST-8,Flood,0,0,10000,0
606,EASTON,KITTITAS CO.,WA,2009-01-07,12:00:00 AM,PST-8,Flood,0,0,10000000,0
607,PESHASTIN,CHELAN CO.,WA,2009-01-07,12:00:00 AM,PST-8,Flood,0,0,1100000,0
608,LEAVENWORTH,CHELAN CO.,WA,2009-01-07,12:00:00 AM,PST-8,Heavy Rain,0,0,0,0
609,WAPATO,YAKIMA CO.,WA,2009-01-07,4:00:00 PM,PST-8,Flood,0,0,1570000,0
610,POMONA,YAKIMA CO.,WA,2009-01-07,9:00:00 PM,PST-8,Flood,0,0,0,0
611,PROSSER,BENTON CO.,WA,2009-01-08,7:00:00 AM,PST-8,Flood,0,0,453000,0
612,YELLEPIT,BENTON CO.,WA,2009-01-08,1:00:00 PM,PST-8,Flood,0,0,0,0
613,NACHES,YAKIMA CO.,WA,2009-01-08,7:00:00 PM,PST-8,Flood,0,0,0,0
614,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2009-03-05,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
615,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2009-04-01,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
616,NACHES,YAKIMA CO.,WA,2009-05-19,1:45:00 AM,PST-8,Flood,0,0,0,0
617,NACHES,YAKIMA CO.,WA,2009-05-29,11:45:00 PM,PST-8,Flood,0,0,0,0
618,CLE ELUM,KITTITAS CO.,WA,2009-06-13,2:25:00 PM,PST-8,Heavy Rain,0,0,0,0
619,ELLENSBURG,KITTITAS CO.,WA,2009-06-13,2:40:00 PM,PST-8,Heavy Rain,0,0,0,0
620,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2009-07-23,7:00:00 PM,PST-8,Wildfire,0,0,0,0
621,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2009-07-28,7:00:00 PM,PST-8,Wildfire,0,0,0,0
622,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2009-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
623,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2009-08-11,11:00:00 AM,PST-8,Wildfire,0,0,4000,0
624,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2009-08-20,9:00:00 PM,PST-8,Wildfire,0,0,0,0
625,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2009-08-20,9:00:00 PM,PST-8,Wildfire,0,0,0,0
626,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2009-08-20,9:00:00 PM,PST-8,Wildfire,0,0,0,0
627,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2009-08-21,6:00:00 PM,PST-8,Wildfire,0,0,0,0
628,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2009-08-28,12:00:00 AM,PST-8,Wildfire,0,0,0,0
629,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2009-09-01,3:30:00 PM,PST-8,Wildfire,0,0,0,0
630,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2009-09-16,12:00:00 PM,PST-8,Wildfire,0,0,0,0
631,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2009-11-18,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
632,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2009-12-12,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
633,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2009-12-14,6:00:00 PM,PST-8,Heavy Snow,0,0,0,0
634,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2009-12-14,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
635,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2009-12-14,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
636,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2009-12-14,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
637,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2009-12-14,8:00:00 PM,PST-8,Heavy Snow,0,0,0,0
638,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2009-12-14,8:00:00 PM,PST-8,Winter Weather,0,0,0,0
639,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2009-12-14,8:00:00 PM,PST-8,Heavy Snow,0,0,0,0
640,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2009-12-31,10:20:00 AM,PST-8,Heavy Snow,0,0,0,0
641,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2009-12-31,10:30:00 AM,PST-8,Heavy Snow,0,0,0,0
642,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2009-12-31,12:00:00 PM,PST-8,Heavy Snow,0,0,0,0
643,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2010-01-04,5:00:00 AM,PST-8,Heavy Snow,0,0,0,0
644,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2010-01-04,5:00:00 AM,PST-8,Heavy Snow,0,0,0,0
645,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2010-01-04,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
646,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2010-01-04,7:00:00 AM,PST-8,Heavy Snow,0,0,0,0
647,CHILLOWIST,OKANOGAN CO.,WA,2010-01-17,6:00:00 PM,PST-8,Flood,0,0,25000,0
648,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2010-01-22,11:00:00 PM,PST-8,Heavy Snow,0,0,0,0
649,OKANOGAN VALLEY (ZONE),OKANOGAN VALLEY (ZONE),WA,2010-04-02,8:00:00 AM,PST-8,Heavy Snow,0,0,0,0
650,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2010-04-02,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
651,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2010-04-27,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
652,WINTHROP,OKANOGAN CO.,WA,2010-05-19,6:00:00 PM,PST-8,Heavy Rain,0,0,0,0
653,WINTHROP,OKANOGAN CO.,WA,2010-06-02,11:00:00 AM,PST-8,Heavy Rain,0,0,0,0
654,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2010-07-04,5:00:00 PM,PST-8,Wildfire,0,0,0,0
655,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2010-07-10,11:00:00 AM,PST-8,Wildfire,0,0,0,0
656,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2010-07-25,12:00:00 PM,PST-8,Excessive Heat,1,0,0,0
657,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2010-07-25,12:00:00 PM,PST-8,Excessive Heat,0,0,0,0
658,SELAH HGTS,YAKIMA CO.,WA,2010-07-28,3:00:00 PM,PST-8,Heavy Rain,0,0,0,0
659,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2010-07-28,5:00:00 PM,PST-8,Wildfire,0,0,0,0
660,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2010-07-29,2:00:00 PM,PST-8,Wildfire,0,0,0,0
661,CASHMERE,CHELAN CO.,WA,2010-07-31,1:00:00 PM,PST-8,Heavy Rain,0,0,1000,0
662,WINTHROP,OKANOGAN CO.,WA,2010-07-31,4:00:00 PM,PST-8,Heavy Rain,0,0,0,0
663,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2010-08-01,12:00:00 AM,PST-8,Wildfire,0,0,0,0
664,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2010-08-03,5:00:00 PM,PST-8,Wildfire,0,0,0,0
665,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2010-08-03,5:00:00 PM,PST-8,Wildfire,0,0,0,0
666,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2010-08-26,2:00:00 PM,PST-8,Wildfire,0,0,0,0
667,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2010-08-26,3:30:00 PM,PST-8,Wildfire,0,0,1000,0
668,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2010-08-27,3:00:00 PM,PST-8,Wildfire,0,0,0,0
669,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2010-09-10,2:00:00 PM,PST-8,Wildfire,0,0,0,0
670,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2010-09-10,2:00:00 PM,PST-8,Wildfire,0,0,0,0
671,EPHRATA,GRANT CO.,WA,2010-09-19,4:00:00 PM,PST-8,Heavy Rain,0,0,5000,0
672,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2010-11-19,7:00:00 PM,PST-8,Heavy Snow,0,0,0,0
673,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2010-11-19,7:00:00 PM,PST-8,Winter Weather,0,0,0,0
674,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2010-11-21,3:00:00 PM,PST-8,Heavy Snow,0,0,0,0
675,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2010-11-21,5:00:00 PM,PST-8,Heavy Snow,0,0,0,0
676,SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2010-11-21,5:00:00 PM,PST-8,Heavy Snow,0,0,0,0
677,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2010-11-21,5:00:00 PM,PST-8,Heavy Snow,0,0,0,0
678,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2010-11-21,8:00:00 PM,PST-8,Heavy Snow,0,0,0,0
679,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2010-11-21,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
680,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2010-11-21,10:00:00 PM,PST-8,Heavy Snow,0,0,0,0
681,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2010-11-22,12:00:00 PM,PST-8,Winter Weather,0,0,0,0
682,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2010-11-22,5:00:00 PM,PST-8,Blizzard,0,0,0,0
683,WATERVILLE PLATEAU (ZONE),WATERVILLE PLATEAU (ZONE),WA,2010-11-22,5:00:00 PM,PST-8,Blizzard,0,0,0,0
684,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2010-11-22,5:00:00 PM,PST-8,Blizzard,0,0,0,0
685,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2010-11-23,6:00:00 PM,PST-8,Extreme Cold/wind Chill,0,0,0,0
686,BLUE MOUNTAIN FOOTHILLS ...,BLUE MOUNTAIN FOOTHILLS ...,WA,2010-11-23,6:00:00 PM,PST-8,Extreme Cold/wind Chill,0,0,0,0
687,LOWER COLUMBIA BASIN (ZO...,LOWER COLUMBIA BASIN (ZO...,WA,2010-11-23,6:00:00 PM,PST-8,Extreme Cold/wind Chill,0,0,0,0
688,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2010-11-23,6:00:00 PM,PST-8,Extreme Cold/wind Chill,0,0,0,0
689,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2010-11-23,6:00:00 PM,PST-8,Extreme Cold/wind Chill,0,0,0,0
690,SIMCOE HIGHLANDS (ZONE),SIMCOE HIGHLANDS (ZONE),WA,2010-11-23,6:00:00 PM,PST-8,Extreme Cold/wind Chill,0,0,0,0
691,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2010-11-23,6:00:00 PM,PST-8,Extreme Cold/wind Chill,0,0,0,0
692,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2010-11-24,12:00:00 AM,PST-8,Extreme Cold/wind Chill,0,0,0,0
693,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2010-11-24,12:00:00 AM,PST-8,Extreme Cold/wind Chill,0,0,0,0
694,NORTHWEST BLUE MOUNTAINS...,NORTHWEST BLUE MOUNTAINS...,WA,2010-11-29,9:00:00 PM,PST-8,Heavy Snow,0,0,0,0
695,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2010-11-30,1:00:00 AM,PST-8,Heavy Snow,0,0,0,0
696,MOSES LAKE AREA (ZONE),MOSES LAKE AREA (ZONE),WA,2010-11-30,3:00:00 AM,PST-8,Heavy Snow,0,0,0,0
697,UPPER COLUMBIA BASIN (ZO...,UPPER COLUMBIA BASIN (ZO...,WA,2010-11-30,4:00:00 AM,PST-8,Heavy Snow,0,0,0,0
698,EAST SLOPES OF THE WASHI...,EAST SLOPES OF THE WASHI...,WA,2010-12-11,6:00:00 AM,PST-8,Heavy Snow,0,0,0,0
699,YAKIMA VALLEY (ZONE),YAKIMA VALLEY (ZONE),WA,2010-12-11,9:00:00 AM,PST-8,Heavy Snow,0,0,0,0
700,KITTITAS VALLEY (ZONE),KITTITAS VALLEY (ZONE),WA,2010-12-11,10:00:00 AM,PST-8,Heavy Snow,0,0,0,0
701,WENATCHEE AREA (ZONE),WENATCHEE AREA (ZONE),WA,2010-12-11,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
702,EAST SLOPES NORTHERN CAS...,EAST SLOPES NORTHERN CAS...,WA,2010-12-11,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
703,OKANOGAN HIGHLANDS (ZONE),OKANOGAN HIGHLANDS (ZONE),WA,2010-12-11,11:00:00 AM,PST-8,Heavy Snow,0,0,0,0
