"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"2012","16.38","10.93","22.57","9.09","6.31","6.22","0.78","0.36","0.39","20.98","21.45","22.94","138.40"
"2013","11.28","9.32","7.53","10.54","6.77","2.99","0.04","2.28","14.92","2.59","11.34","7.70","87.30"
"2014","9.20","13.78","19.01","10.53","7.04","2.74","1.16","1.15","6.99","17.05","14.44","15.88","118.97"
"2015","14.24","11.05","8.73","4.54","1.82","0.60","0.55","2.02","3.62","10.90","19.60","26.00","103.67"
"2016","21.24","15.46","17.67","2.96","1.86","2.57","1.67","0.62","3.93","27.25","24.84","14.03","134.10"
"2017","10.01","17.09","24.00","10.49","6.43","4.44","0.20","0.49","3.26","12.65","25.16","12.71","126.93"
"2018","17.74","9.60","7.12","16.44","0.88","2.83","0.17","0.76","4.56","6.87","13.51","15.88","96.36"
"2019","9.49","8.35","3.36","6.91","2.52","1.51","2.34","1.01","6.73","8.65","4.01","15.20","70.08"
"2020","34.43","11.54","8.39","2.45","5.37","4.88","0.62","M","5.61","8.16","14.59","12.85","M"
"2021","23.22","12.98","8.36","1.57","2.72","4.33","0.16","0.35","6.23","13.21","22.77","16.95","112.85"
"2022","22.91","9.57","7.60","9.78","7.77","5.44","0.36","0.23","M","M","M","M","M"
