"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"1983","42.0","44.9","48.3","49.1","57.2","58.5","62.3","64.7","56.6","49.9","47.1","33.3","M"
"1984","40.4","M","48.3","47.4","53.0","58.0","63.8","63.4","58.9","49.7","44.2","35.9","M"
"1985","33.6","37.6","43.0","50.1","54.3","59.8","68.4","M","56.4","50.0","36.3","32.2","M"
"1986","42.1","42.5","49.7","48.3","54.9","63.6","62.1","68.6","58.6","53.8","45.1","38.5","M"
"1987","38.1","43.3","46.9","52.0","58.1","62.4","63.7","66.0","61.3","54.3","46.1","37.5","52.5"
"1988","38.2","42.4","45.3","51.0","54.1","59.7","64.9","63.6","60.1","56.2","45.7","40.0","M"
"1989","40.9","35.4","43.9","53.3","56.1","62.8","63.2","63.6","61.6","52.2","46.5","39.3","51.7"
"1990","41.9","39.7","47.9","52.6","54.5","61.4","67.7","67.3","63.4","50.3","45.5","33.1","52.1"
"1991","37.7","47.3","44.1","49.1","52.7","57.6","65.6","66.2","62.7","52.3","45.9","40.5","51.8"
"1992","M","46.6","49.7","52.8","58.9","64.3","67.2","67.3","60.5","55.1","44.7","38.6","M"
"1993","35.6","39.0","47.0","50.7","59.7","60.4","61.9","65.7","61.8","54.9","40.0","40.0","M"
"1994","43.2","39.4","49.0","52.1","58.1","59.5","67.8","66.4","64.1","50.5","M","40.8","M"
"1995","41.6","44.0","46.1","49.6","58.3","M","67.5","M","65.1","51.1","49.3","40.6","M"
"1996","40.0","39.3","M","51.6","53.9","61.0","M","M","M","51.7","44.8","41.0","M"
"1997","39.9","42.1","45.5","48.9","59.8","60.9","65.8","68.3","63.2","51.7","48.4","38.8","M"
"1998","41.9","45.0","47.4","50.9","54.4","62.2","68.8","67.7","63.3","52.0","46.4","39.3","M"
"1999","M","42.3","44.9","49.3","54.5","59.7","64.5","65.9","60.4","52.5","48.9","42.6","M"
"2000","38.8","43.2","44.3","53.0","57.1","62.3","65.7","64.7","60.6","53.6","41.0","39.4","M"
"2001","M","40.6","46.5","47.7","56.3","58.8","64.4","65.7","61.0","51.3","46.9","39.5","M"
"2002","39.6","42.8","42.3","49.6","53.7","61.8","67.1","66.0","60.9","51.1","45.2","M","M"
"2003","M","42.9","47.1","49.5","54.4","64.5","68.2","67.6","63.8","56.1","42.9","41.2","M"
"2004","M","43.4","49.3","52.3","57.3","62.8","69.3","69.2","M","M","45.1","41.9","M"
"2005","41.1","42.2","49.2","51.5","59.7","60.5","68.0","68.3","M","55.5","43.1","37.6","M"
"2006","43.5","39.7","44.6","51.6","M","63.0","66.0","65.5","61.7","51.3","M","39.3","M"
"2007","M","42.3","47.9","49.8","55.8","60.4","68.3","65.3","59.4","51.1","43.2","39.8","M"
"2008","36.5","42.3","43.3","45.5","55.7","58.6","65.1","66.5","61.1","50.9","47.4","36.2","M"
"2009","37.4","39.1","42.4","48.6","56.0","62.2","69.5","66.4","62.6","51.1","45.2","33.2","51.2"
"2010","44.3","45.1","46.0","48.8","53.5","58.6","65.1","65.6","61.3","53.1","44.7","42.5","M"
"2011","M","38.6","44.6","45.9","51.9","59.4","63.3","66.1","63.5","53.5","43.2","37.5","M"
"2012","39.1","41.9","43.4","50.9","54.7","59.3","65.9","67.3","62.2","53.1","44.7","40.3","51.9"
"2013","34.1","41.2","45.5","48.7","56.5","61.9","66.5","66.8","61.9","49.7","43.1","33.4","50.8"
"2014","38.6","36.8","46.0","49.7","57.4","60.1","67.7","69.1","63.0","56.5","43.6","41.4","52.6"
"2015","40.8","45.6","48.4","48.6","57.2","66.0","69.0","68.0","58.3","55.6","41.8","40.6","53.4"
"2016","39.9","45.1","46.1","52.9","57.6","61.6","64.7","66.2","58.1","53.0","49.5","34.8","52.4"
"2017","M","39.7","45.0","48.2","56.5","61.7","65.9","69.2","62.7","50.4","44.5","37.0","M"
"2018","42.8","38.5","42.8","49.7","58.5","60.3","68.5","67.2","58.5","52.0","44.3","40.2","52.0"
"2019","39.6","34.9","41.7","49.7","57.2","61.0","65.5","66.5","60.0","46.7","43.1","39.3","50.5"
"2020","43.0","40.9","42.0","49.2","56.1","60.1","65.6","66.4","62.7","52.4","42.9","40.6","51.9"
"2021","41.9","38.9","42.4","49.5","55.4","66.0","68.3","67.4","60.2","50.0","46.3","38.2","52.1"
"2022","39.0","39.4","45.5","44.4","52.0","60.6","68.1","69.5","M","M","M","M","M"
