"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"1992","0.92","1.14","M","1.11","0.06","2.62","1.73","0.13","0.17","0.91","1.29","2.77","M"
"1993","1.17","0.53","0.73","1.39","0.82","1.42","1.34","0.24","0.05","0.07","0.16","2.48","10.40"
"1994","0.69","0.60","0.15","1.43","0.56","0.93","T","0.55","0.06","1.65","1.64","1.71","9.97"
"1995","4.07","0.45","2.10","0.84","0.63","0.56","0.49","0.16","0.71","0.35","1.98","2.77","15.11"
"1996","1.55","1.36","0.78","0.46","0.72","0.62","0.25","0.00","0.56","0.48","2.05","4.96","M"
"1997","0.95","0.54","1.23","0.35","0.86","1.76","0.82","0.36","0.62","1.93","0.88","0.24","10.54"
"1998","2.26","2.26","1.11","0.48","2.50","M","0.87","0.00","0.00","0.10","1.89","1.73","M"
"1999","1.89","1.68","0.72","T","0.86","0.03","0.03","0.72","0.00","0.40","1.35","0.77","M"
"2000","2.02","0.84","0.77","T","0.22","0.45","0.35","T","0.06","0.33","0.90","1.41","7.35"
"2001","0.41","0.83","0.87","1.34","0.16","1.99","0.97","0.20","0.15","0.16","2.72","M","M"
"2002","0.42","0.84","0.32","0.20","0.42","0.24","0.27","0.89","0.04","0.07","0.80","M","M"
"2003","2.72","0.47","0.24","0.97","0.19","0.35","0.00","0.03","0.10","0.69","0.27","1.81","7.84"
"2004","2.09","1.38","0.47","0.07","0.99","0.24","0.22","0.72","0.14","0.97","0.76","M","M"
"2005","1.49","0.03","0.83","0.33","3.13","0.83","M","0.21","0.12","1.09","2.86","2.83","M"
"2006","2.64","0.56","M","0.52","1.08","2.12","T","0.00","0.47","0.51","M","M","M"
"2007","M","1.89","M","0.05","1.34","0.34","0.37","0.08","0.00","0.95","0.79","2.91","M"
"2008","M","M","0.48","0.18","0.44","0.76","T","0.25","0.00","0.52","1.11","1.52","M"
"2009","0.64","0.62","0.98","M","0.16","0.50","0.33","T","0.52","1.19","0.66","1.21","M"
"2010","2.28","M","0.53","1.13","2.17","1.61","1.28","0.12","1.06","0.88","1.45","2.50","M"
"2011","0.46","0.28","2.72","0.03","3.00","0.74","0.29","0.02","0.04","0.95","0.51","0.57","9.61"
"2012","1.63","1.37","2.08","1.19","0.34","1.27","0.43","0.04","0.10","1.32","1.38","2.80","M"
"2013","0.42","0.02","1.02","0.86","1.07","0.79","0.07","1.84","1.72","0.06","0.69","0.13","M"
"2014","0.56","1.48","0.89","M","0.31","1.25","0.21","2.24","0.48","1.68","1.13","1.94","M"
"2015","0.87","0.72","0.96","0.48","1.49","0.88","0.00","0.12","0.25","1.38","1.71","4.90","13.76"
"2016","3.53","0.57","M","0.63","1.46","0.92","M","0.06","0.00","3.47","0.34","M","M"
"2017","1.82","2.91","1.96","M","M","0.50","M","0.00","0.04","1.22","M","1.58","M"
"2018","M","0.27","1.71","1.71","M","M","M","M","M","M","M","M","M"
"2019","M","M","M","0.72","1.26","0.62","2.04","0.14","M","0.62","0.29","M","M"
"2020","M","M","M","M","M","M","M","M","M","M","M","M","M"
"2021","M","M","M","M","M","M","M","M","M","M","M","M","M"
