"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"1988","28.7","38.5","42.6","51.8","56.7","63.0","70.1","69.1","61.5","56.8","40.7","29.0","M"
"1989","32.5","24.5","40.8","52.4","55.1","66.3","70.5","66.9","63.2","49.7","41.4","30.5","M"
"1990","35.8","33.8","43.8","52.7","54.9","63.9","74.7","M","M","48.4","41.8","23.2","M"
"1991","26.1","M","40.3","49.0","54.3","59.3","70.2","M","64.3","48.7","37.4","35.3","M"
"1992","34.5","41.3","47.8","51.3","60.7","M","M","70.7","59.1","M","37.1","26.2","M"
"1993","22.5","27.4","39.9","48.3","M","61.9","63.6","67.3","61.3","52.5","31.7","32.9","M"
"1994","37.8","M","44.2","52.1","58.7","63.2","73.4","70.7","64.8","M","36.4","33.1","M"
"1995","33.2","40.6","42.8","47.8","58.4","63.0","M","65.5","64.8","46.8","41.4","31.2","M"
"1996","28.8","30.2","40.7","50.1","51.8","61.8","72.7","69.9","57.8","48.6","35.5","27.2","M"
"1997","30.1","35.5","43.8","46.6","59.1","61.8","68.0","72.5","63.4","48.3","40.3","M","M"
"1998","33.4","40.3","43.8","49.0","57.2","63.7","76.0","72.6","66.0","49.6","41.8","M","M"
"1999","35.1","38.3","42.5","46.9","53.0","60.7","68.0","72.1","60.6","49.3","43.8","35.0","M"
"2000","31.5","37.4","41.2","52.6","55.6","63.6","69.0","68.4","59.5","48.5","31.0","26.3","M"
"2001","29.2","32.9","42.7","46.5","58.4","60.1","69.9","72.6","64.2","48.5","41.8","32.3","M"
"2002","34.6","36.6","38.6","48.1","54.8","64.9","M","68.4","61.0","45.6","M","M","M"
"2003","36.2","37.0","M","49.7","54.5","65.1","72.9","71.5","64.6","55.1","M","31.9","M"
"2004","26.0","34.8","47.0","51.4","55.9","64.8","74.0","73.0","59.8","52.1","39.0","34.3","M"
"2005","30.7","37.0","44.8","50.7","59.4","62.7","71.6","71.0","59.3","51.8","36.4","M","M"
"2006","39.4","34.4","42.4","M","57.4","64.1","74.0","68.5","62.4","M","38.7","27.8","M"
"2007","27.1","35.8","45.6","48.0","57.6","M","74.7","67.8","M","48.9","M","M","M"
"2008","25.3","35.6","40.0","44.7","57.8","62.5","70.7","M","62.2","49.8","40.4","23.0","M"
"2009","28.8","35.3","39.3","47.6","56.8","64.5","72.9","70.8","64.5","46.5","38.7","24.7","M"
"2010","37.7","40.5","43.9","49.5","52.2","60.8","69.8","68.6","61.5","51.9","35.4","32.4","M"
"2011","32.2","32.9","42.5","44.1","53.2","60.3","68.5","71.1","70.0","54.9","37.3","27.9","49.7"
"2012","30.4","36.9","41.8","50.1","54.8","61.6","73.7","72.2","62.7","49.9","44.9","38.2","51.4"
"2013","27.7","38.1","44.1","48.4","57.3","64.1","74.1","72.5","65.7","49.0","36.8","26.5","50.4"
"2014","32.9","31.4","44.3","50.3","58.4","63.8","76.2","73.0","64.5","54.8","37.3","36.2","52.1"
"2015","35.8","45.8","51.0","50.9","61.4","71.5","74.0","72.3","59.8","56.3","36.4","33.2","54.1"
"2016","34.1","42.8","46.3","56.1","60.1","66.6","69.6","71.0","60.0","52.4","47.6","26.4","52.7"
"2017","23.2","32.1","44.6","49.4","59.6","65.7","73.2","73.8","63.7","49.0","42.2","31.8","50.8"
"2018","38.6","37.5","44.3","50.8","63.6","64.3","73.2","70.7","59.3","48.7","38.2","35.2","52.1"
"2019","34.5","25.4","37.7","52.6","60.7","65.3","69.8","72.1","62.6","45.3","36.2","33.2","49.8"
"2020","35.8","37.1","40.9","48.7","57.7","62.9","70.1","71.1","64.2","49.9","38.8","32.3","50.8"
"2021","35.5","32.2","43.0","49.8","56.8","71.8","76.1","71.1","61.6","50.2","41.3","30.7","51.8"
"2022","28.4","34.6","45.0","43.6","52.2","63.4","73.5","75.9","65.1","M","M","M","M"
